Household_ID,Date,Energy_Consumption_kWh,Household_Size,Avg_Temperature_C,Has_AC,Peak_Hours_Usage_kWh
H10979,2025-04-05,5.3,2,17.2,No,1.9
H10979,2025-04-06,5.9,2,19.1,No,2.0
H10979,2025-04-07,4.3,2,14.6,No,1.6
H10980,2025-04-01,9.6,2,20.2,Yes,4.3
H10980,2025-04-02,7.1,2,15.7,Yes,3.4
H10980,2025-04-03,9.6,2,19.4,Yes,4.5
H10980,2025-04-04,9.7,2,20.6,Yes,4.8
H10980,2025-04-05,5.2,2,14.0,Yes,2.6
H10980,2025-04-06,7.6,2,16.7,Yes,3.6
H10980,2025-04-07,8.9,2,20.0,Yes,3.9
H10981,2025-04-01,3.1,1,20.7,No,1.1
H10981,2025-04-02,3.2,1,19.7,No,1.0
H10981,2025-04-03,3.6,1,20.6,No,1.2
H10981,2025-04-04,0.9,1,16.3,No,0.3
H10981,2025-04-05,2.4,1,18.4,No,0.8
H10981,2025-04-06,2.3,1,15.4,No,0.8
H10981,2025-04-07,4.9,1,20.3,No,1.6
H10982,2025-04-01,3.8,1,16.9,Yes,1.7
H10982,2025-04-02,3.2,1,15.3,Yes,1.6
H10982,2025-04-03,3.3,1,19.3,Yes,1.5
H10982,2025-04-04,5.9,1,18.0,Yes,2.9
H10982,2025-04-05,5.9,1,14.9,Yes,2.5
H10982,2025-04-06,4.0,1,16.5,Yes,1.7
H10982,2025-04-07,4.4,1,15.2,Yes,1.9
H10983,2025-04-01,12.3,4,19.7,Yes,5.3
H10983,2025-04-02,13.8,4,16.0,Yes,6.0
H10983,2025-04-03,15.8,4,14.7,Yes,7.2
H10983,2025-04-04,13.7,4,18.9,Yes,6.5
H10983,2025-04-05,12.3,4,14.8,Yes,5.1
H10983,2025-04-06,15.8,4,17.1,Yes,7.2
H10983,2025-04-07,14.6,4,19.1,Yes,6.3
H10984,2025-04-01,14.5,6,21.6,No,4.8
H10984,2025-04-02,11.8,6,23.6,No,4.1
H10984,2025-04-03,18.5,6,18.1,No,6.9
H10984,2025-04-04,15.9,6,20.1,No,5.1
H10984,2025-04-05,17.2,6,16.9,No,6.3
H10984,2025-04-06,13.6,6,16.0,No,4.7
H10984,2025-04-07,15.1,6,17.9,No,4.6
H10985,2025-04-01,12.1,4,13.7,No,4.5
H10985,2025-04-02,9.5,4,18.9,No,3.1
H10985,2025-04-03,8.4,4,17.3,No,3.1
H10985,2025-04-04,9.3,4,14.7,No,3.3
H10985,2025-04-05,11.5,4,15.6,No,3.6
H10985,2025-04-06,11.3,4,20.2,No,4.2
H10985,2025-04-07,7.0,4,15.2,No,2.2
H10986,2025-04-01,17.8,5,16.3,Yes,8.9
H10986,2025-04-02,18.5,5,16.7,Yes,7.4
H10986,2025-04-03,18.2,5,22.1,Yes,8.3
H10986,2025-04-04,15.9,5,14.8,Yes,7.5
H10986,2025-04-05,17.5,5,18.0,Yes,8.0
H10986,2025-04-06,19.8,5,21.0,Yes,9.0
H10986,2025-04-07,16.6,5,16.9,Yes,6.8
H10987,2025-04-01,1.4,1,18.8,Yes,0.6
H10987,2025-04-02,2.1,1,10.7,Yes,1.0
H10987,2025-04-03,2.0,1,14.4,Yes,0.9
H10987,2025-04-04,6.3,1,16.8,Yes,3.0
H10987,2025-04-05,3.7,1,14.7,Yes,1.5
H10987,2025-04-06,4.1,1,19.6,Yes,2.0
H10987,2025-04-07,2.4,1,11.8,Yes,1.0
H10988,2025-04-01,1.7,1,12.8,No,0.6
H10988,2025-04-02,3.2,1,16.7,No,1.1
H10988,2025-04-03,0.5,1,17.8,No,0.2
H10988,2025-04-04,2.7,1,22.3,No,0.9
H10988,2025-04-05,3.1,1,14.9,No,1.1
H10988,2025-04-06,2.1,1,15.9,No,0.7
H10988,2025-04-07,3.4,1,20.0,No,1.3
H10989,2025-04-01,16.2,4,18.7,Yes,7.3
H10989,2025-04-02,15.6,4,16.1,Yes,7.8
H10989,2025-04-03,15.0,4,22.6,Yes,6.3
H10989,2025-04-04,15.2,4,19.6,Yes,7.0
H10989,2025-04-05,13.1,4,16.6,Yes,5.8
H10989,2025-04-06,13.4,4,17.8,Yes,5.7
H10989,2025-04-07,13.3,4,17.2,Yes,6.0
H10990,2025-04-01,11.2,4,17.6,No,4.3
H10990,2025-04-02,12.0,4,17.7,No,4.8
H10990,2025-04-03,11.6,4,15.3,No,3.9
H10990,2025-04-04,8.3,4,11.7,No,3.2
H10990,2025-04-05,6.3,4,18.5,No,2.4
H10990,2025-04-06,11.1,4,19.9,No,3.7
H10990,2025-04-07,9.7,4,20.9,No,3.4
H10991,2025-04-01,13.0,4,13.4,Yes,5.4
H10991,2025-04-02,13.8,4,18.4,Yes,6.7
H10991,2025-04-03,16.3,4,14.5,Yes,6.6
H10991,2025-04-04,17.7,4,23.9,Yes,7.9
H10991,2025-04-05,12.9,4,13.3,Yes,5.8
H10991,2025-04-06,13.5,4,19.9,Yes,5.5
H10991,2025-04-07,17.7,4,19.0,Yes,7.8
H10992,2025-04-01,5.2,2,15.6,No,2.0
H10992,2025-04-02,7.8,2,16.1,No,2.8
H10992,2025-04-03,7.0,2,18.5,No,2.5
H10992,2025-04-04,3.6,2,16.2,No,1.3
H10992,2025-04-05,6.0,2,15.0,No,2.0
H10992,2025-04-06,5.2,2,12.6,No,1.9
H10992,2025-04-07,2.4,2,18.6,No,0.8
H10993,2025-04-01,8.9,3,21.6,No,2.9
H10993,2025-04-02,7.7,3,17.1,No,2.4
H10993,2025-04-03,7.1,3,16.5,No,2.5
H10993,2025-04-04,8.3,3,14.8,No,3.2
H10993,2025-04-05,7.9,3,20.2,No,2.5
H10993,2025-04-06,6.7,3,16.1,No,2.0
H10993,2025-04-07,8.4,3,21.4,No,2.9
H10994,2025-04-01,8.4,3,15.9,No,2.6
H10994,2025-04-02,3.9,3,22.5,No,1.4
H10994,2025-04-03,8.8,3,19.7,No,3.4
H10994,2025-04-04,7.2,3,21.0,No,2.5
H10994,2025-04-05,6.9,3,15.6,No,2.7
H10994,2025-04-06,7.2,3,19.2,No,2.2
H10994,2025-04-07,6.5,3,17.2,No,2.1
H10995,2025-04-01,4.5,1,15.8,Yes,2.1
H10995,2025-04-02,3.2,1,19.2,Yes,1.5
H10995,2025-04-03,3.2,1,14.6,Yes,1.6
H10995,2025-04-04,2.7,1,16.3,Yes,1.3
H10995,2025-04-05,4.8,1,18.7,Yes,2.4
H10995,2025-04-06,1.9,1,14.6,Yes,0.8
H10995,2025-04-07,5.0,1,18.9,Yes,2.3
H10996,2025-04-01,3.2,2,19.0,No,1.3
H10996,2025-04-02,3.5,2,20.3,No,1.3
H10996,2025-04-03,3.8,2,21.7,No,1.3
H10996,2025-04-04,4.8,2,18.5,No,1.5
H10996,2025-04-05,4.4,2,15.9,No,1.3
H10996,2025-04-06,5.1,2,18.4,No,1.6
H10996,2025-04-07,2.3,2,17.6,No,0.8
H10997,2025-04-01,15.6,4,22.4,Yes,7.4
H10997,2025-04-02,15.9,4,15.3,Yes,7.6
H10997,2025-04-03,15.2,4,19.5,Yes,6.2
H10997,2025-04-04,15.2,4,19.6,Yes,7.1
H10997,2025-04-05,12.9,4,14.7,Yes,5.5
H10997,2025-04-06,14.8,4,20.3,Yes,6.4
H10997,2025-04-07,15.4,4,17.6,Yes,6.4
H10998,2025-04-01,2.6,1,20.5,No,1.0
H10998,2025-04-02,3.6,1,14.3,No,1.1
H10998,2025-04-03,2.0,1,17.9,No,0.6
H10998,2025-04-04,0.5,1,20.3,No,0.2
H10998,2025-04-05,3.1,1,17.4,No,1.1
H10998,2025-04-06,3.8,1,14.9,No,1.5
H10998,2025-04-07,2.3,1,17.2,No,0.9
H10999,2025-04-01,7.3,2,20.7,Yes,3.0
H10999,2025-04-02,7.7,2,20.8,Yes,3.4
H10999,2025-04-03,8.8,2,18.5,Yes,3.5
H10999,2025-04-04,7.0,2,15.2,Yes,3.0
H10999,2025-04-05,8.3,2,15.1,Yes,3.5
H10999,2025-04-06,7.1,2,19.9,Yes,3.0
H10999,2025-04-07,7.0,2,16.5,Yes,3.0
H11000,2025-04-01,12.1,5,16.6,No,4.1
H11000,2025-04-02,15.0,5,19.2,No,5.9
H11000,2025-04-03,11.9,5,20.3,No,4.3
H11000,2025-04-04,10.0,5,22.6,No,3.9
H11000,2025-04-05,12.4,5,14.8,No,3.8
H11000,2025-04-06,11.5,5,15.3,No,4.5
H11000,2025-04-07,10.1,5,16.7,No,3.8
H11001,2025-04-01,20.0,6,18.9,Yes,9.7
H11001,2025-04-02,20.0,6,20.6,Yes,8.1
H11001,2025-04-03,20.0,6,23.2,Yes,9.8
H11001,2025-04-04,18.6,6,17.9,Yes,7.6
H11001,2025-04-05,20.0,6,14.2,Yes,9.7
H11001,2025-04-06,20.0,6,13.9,Yes,9.0
H11001,2025-04-07,20.0,6,14.4,Yes,8.9
H11002,2025-04-01,4.6,2,12.9,No,1.4
H11002,2025-04-02,3.3,2,14.5,No,1.2
H11002,2025-04-03,8.0,2,15.3,No,2.5
H11002,2025-04-04,4.5,2,20.1,No,1.5
H11002,2025-04-05,5.3,2,19.6,No,1.9
H11002,2025-04-06,3.4,2,19.2,No,1.3
H11002,2025-04-07,4.6,2,13.1,No,1.6
H11003,2025-04-01,5.7,1,21.3,Yes,2.7
H11003,2025-04-02,3.9,1,18.9,Yes,1.9
H11003,2025-04-03,6.2,1,19.4,Yes,2.7
H11003,2025-04-04,1.5,1,14.9,Yes,0.7
H11003,2025-04-05,4.2,1,18.0,Yes,2.0
H11003,2025-04-06,4.6,1,18.8,Yes,1.9
H11003,2025-04-07,3.7,1,16.2,Yes,1.6
H11004,2025-04-01,9.9,3,16.4,Yes,4.1
H11004,2025-04-02,9.4,3,17.6,Yes,3.8
H11004,2025-04-03,11.0,3,16.9,Yes,4.5
H11004,2025-04-04,9.8,3,18.0,Yes,4.0
H11004,2025-04-05,8.4,3,17.1,Yes,3.8
H11004,2025-04-06,11.1,3,17.3,Yes,4.5
H11004,2025-04-07,10.5,3,21.3,Yes,4.8
H11005,2025-04-01,14.2,4,18.3,Yes,6.6
H11005,2025-04-02,14.2,4,18.0,Yes,6.2
H11005,2025-04-03,17.2,4,21.7,Yes,7.9
H11005,2025-04-04,13.5,4,18.0,Yes,5.5
H11005,2025-04-05,14.1,4,19.6,Yes,6.1
H11005,2025-04-06,14.5,4,15.1,Yes,6.8
H11005,2025-04-07,14.6,4,16.2,Yes,6.2
H11006,2025-04-01,20.0,6,14.8,Yes,9.0
H11006,2025-04-02,20.0,6,14.8,Yes,9.0
H11006,2025-04-03,20.0,6,20.8,Yes,9.2
H11006,2025-04-04,20.0,6,16.7,Yes,8.7
H11006,2025-04-05,19.9,6,17.5,Yes,8.3
H11006,2025-04-06,20.0,6,16.5,Yes,9.8
H11006,2025-04-07,20.0,6,20.3,Yes,8.5
H11007,2025-04-01,18.4,5,13.7,Yes,7.9
H11007,2025-04-02,18.5,5,14.3,Yes,8.1
H11007,2025-04-03,16.3,5,19.3,Yes,7.7
H11007,2025-04-04,19.3,5,18.7,Yes,7.8
H11007,2025-04-05,16.9,5,18.1,Yes,7.1
H11007,2025-04-06,16.6,5,19.1,Yes,7.3
H11007,2025-04-07,17.4,5,14.9,Yes,7.5
H11008,2025-04-01,20.0,6,19.6,Yes,8.7
H11008,2025-04-02,20.0,6,17.7,Yes,8.1
H11008,2025-04-03,20.0,6,22.3,Yes,9.7
H11008,2025-04-04,19.6,6,17.0,Yes,7.8
H11008,2025-04-05,20.0,6,12.7,Yes,8.9
H11008,2025-04-06,20.0,6,16.7,Yes,8.3
H11008,2025-04-07,19.8,6,17.1,Yes,9.3
H11009,2025-04-01,15.1,6,20.0,No,5.7
H11009,2025-04-02,15.7,6,18.3,No,5.1
H11009,2025-04-03,13.7,6,18.6,No,4.8
H11009,2025-04-04,14.4,6,16.1,No,5.5
H11009,2025-04-05,14.9,6,16.8,No,4.6
H11009,2025-04-06,13.6,6,15.5,No,5.2
H11009,2025-04-07,16.1,6,15.6,No,5.4
H11010,2025-04-01,7.7,2,20.8,Yes,3.5
H11010,2025-04-02,5.8,2,10.0,Yes,2.8
H11010,2025-04-03,7.8,2,15.1,Yes,3.8
H11010,2025-04-04,6.2,2,15.5,Yes,2.9
H11010,2025-04-05,9.7,2,17.7,Yes,4.2
H11010,2025-04-06,7.1,2,19.7,Yes,2.9
H11010,2025-04-07,6.1,2,19.7,Yes,2.6
H11011,2025-04-01,2.0,1,16.4,No,0.8
H11011,2025-04-02,4.2,1,22.5,No,1.6
H11011,2025-04-03,2.1,1,20.0,No,0.7
H11011,2025-04-04,1.7,1,20.4,No,0.5
H11011,2025-04-05,0.5,1,16.3,No,0.2
H11011,2025-04-06,1.8,1,15.5,No,0.6
H11011,2025-04-07,4.9,1,18.0,No,1.9
H11012,2025-04-01,8.4,1,21.7,Yes,3.6
H11012,2025-04-02,2.5,1,15.6,Yes,1.1
H11012,2025-04-03,3.7,1,18.6,Yes,1.7
H11012,2025-04-04,6.8,1,18.9,Yes,2.8
H11012,2025-04-05,2.4,1,19.6,Yes,1.1
H11012,2025-04-06,2.2,1,10.9,Yes,1.1
H11012,2025-04-07,4.5,1,20.7,Yes,2.0
H11013,2025-04-01,14.2,6,17.7,No,5.2
H11013,2025-04-02,15.6,6,16.2,No,5.8
H11013,2025-04-03,12.3,6,20.3,No,4.0
H11013,2025-04-04,12.0,6,15.7,No,4.1
H11013,2025-04-05,13.8,6,17.0,No,5.3
H11013,2025-04-06,12.9,6,19.5,No,4.2
H11013,2025-04-07,11.9,6,15.9,No,4.2
H11014,2025-04-01,14.5,4,17.5,Yes,6.0
H11014,2025-04-02,17.2,4,20.1,Yes,8.5
H11014,2025-04-03,14.0,4,16.9,Yes,6.2
H11014,2025-04-04,14.9,4,15.2,Yes,6.0
H11014,2025-04-05,15.8,4,18.4,Yes,7.0
H11014,2025-04-06,15.3,4,15.6,Yes,6.2
H11014,2025-04-07,16.2,4,19.6,Yes,7.1
H11015,2025-04-01,0.5,1,18.0,No,0.2
H11015,2025-04-02,3.0,1,17.9,No,1.1
H11015,2025-04-03,2.8,1,23.2,No,0.9
H11015,2025-04-04,5.6,1,17.6,No,1.8
H11015,2025-04-05,3.0,1,18.2,No,1.0
H11015,2025-04-06,2.8,1,16.8,No,1.1
H11015,2025-04-07,4.7,1,17.9,No,1.4
H11016,2025-04-01,17.4,6,20.4,No,5.2
H11016,2025-04-02,14.3,6,16.9,No,4.5
H11016,2025-04-03,14.1,6,13.4,No,4.3
H11016,2025-04-04,14.5,6,19.9,No,4.5
H11016,2025-04-05,15.9,6,14.9,No,5.0
H11016,2025-04-06,12.3,6,19.0,No,4.4
H11016,2025-04-07,14.9,6,18.7,No,5.8
H11017,2025-04-01,3.4,1,19.9,Yes,1.5
H11017,2025-04-02,6.2,1,16.7,Yes,2.8
H11017,2025-04-03,3.3,1,12.4,Yes,1.5
H11017,2025-04-04,5.7,1,20.3,Yes,2.7
H11017,2025-04-05,3.2,1,16.4,Yes,1.5
H11017,2025-04-06,5.5,1,14.4,Yes,2.7
H11017,2025-04-07,3.1,1,14.4,Yes,1.5
H11018,2025-04-01,10.3,4,15.2,No,3.2
H11018,2025-04-02,9.2,4,21.9,No,3.2
H11018,2025-04-03,9.4,4,17.6,No,3.4
H11018,2025-04-04,8.8,4,16.0,No,2.9
H11018,2025-04-05,11.6,4,19.5,No,4.3
H11018,2025-04-06,10.9,4,16.6,No,4.0
H11018,2025-04-07,9.8,4,15.5,No,3.4
H11019,2025-04-01,14.5,5,16.8,Yes,6.9
H11019,2025-04-02,18.4,5,19.3,Yes,7.8
H11019,2025-04-03,16.4,5,18.6,Yes,7.0
H11019,2025-04-04,19.9,5,22.3,Yes,8.2
H11019,2025-04-05,17.0,5,17.5,Yes,7.8
H11019,2025-04-06,18.5,5,17.2,Yes,8.1
H11019,2025-04-07,19.9,5,13.8,Yes,9.3
H11020,2025-04-01,12.9,6,14.8,No,4.4
H11020,2025-04-02,15.7,6,15.7,No,5.5
H11020,2025-04-03,15.6,6,20.0,No,5.6
H11020,2025-04-04,14.5,6,17.8,No,4.4
H11020,2025-04-05,13.7,6,19.5,No,5.2
H11020,2025-04-06,14.0,6,16.9,No,5.1
H11020,2025-04-07,14.1,6,17.5,No,4.5
H11021,2025-04-01,11.6,3,22.1,Yes,5.2
H11021,2025-04-02,10.2,3,17.5,Yes,5.0
H11021,2025-04-03,12.4,3,21.3,Yes,5.6
H11021,2025-04-04,12.7,3,18.4,Yes,5.7
H11021,2025-04-05,10.1,3,18.1,Yes,4.4
H11021,2025-04-06,11.1,3,20.2,Yes,5.3
H11021,2025-04-07,9.0,3,16.2,Yes,3.7
H11022,2025-04-01,13.6,3,21.8,Yes,6.6
H11022,2025-04-02,9.4,3,15.7,Yes,4.1
H11022,2025-04-03,12.1,3,19.8,Yes,5.0
H11022,2025-04-04,12.5,3,20.6,Yes,5.3
H11022,2025-04-05,11.0,3,14.7,Yes,5.3
H11022,2025-04-06,14.1,3,22.7,Yes,5.8
H11022,2025-04-07,11.3,3,15.1,Yes,4.8
H11023,2025-04-01,20.0,6,18.9,Yes,9.8
H11023,2025-04-02,20.0,6,16.6,Yes,10.0
H11023,2025-04-03,20.0,6,17.2,Yes,9.6
H11023,2025-04-04,20.0,6,18.3,Yes,9.8
H11023,2025-04-05,20.0,6,22.1,Yes,9.3
H11023,2025-04-06,20.0,6,18.2,Yes,8.4
H11023,2025-04-07,20.0,6,17.4,Yes,9.4
H11024,2025-04-01,4.9,2,15.7,No,1.6
H11024,2025-04-02,5.3,2,16.0,No,1.8
H11024,2025-04-03,6.2,2,18.7,No,2.0
H11024,2025-04-04,5.2,2,17.6,No,2.0
H11024,2025-04-05,7.7,2,13.5,No,3.0
H11024,2025-04-06,2.4,2,15.4,No,0.9
H11024,2025-04-07,6.0,2,14.9,No,2.4
H11025,2025-04-01,19.8,5,16.5,Yes,8.1
H11025,2025-04-02,18.4,5,18.0,Yes,7.4
H11025,2025-04-03,18.2,5,19.9,Yes,8.1
H11025,2025-04-04,19.3,5,20.7,Yes,8.6
H11025,2025-04-05,17.0,5,16.6,Yes,7.5
H11025,2025-04-06,16.0,5,18.8,Yes,7.0
H11025,2025-04-07,16.3,5,12.3,Yes,6.8
H11026,2025-04-01,1.7,2,17.0,No,0.6
H11026,2025-04-02,5.7,2,17.9,No,2.2
H11026,2025-04-03,5.2,2,16.4,No,1.7
H11026,2025-04-04,7.0,2,19.2,No,2.7
H11026,2025-04-05,4.1,2,16.3,No,1.3
H11026,2025-04-06,8.1,2,14.2,No,3.0
H11026,2025-04-07,4.0,2,18.4,No,1.3
H11027,2025-04-01,5.2,3,18.0,No,2.1
H11027,2025-04-02,6.7,3,14.9,No,2.5
H11027,2025-04-03,9.2,3,15.0,No,3.2
H11027,2025-04-04,8.8,3,13.8,No,3.3
H11027,2025-04-05,5.0,3,17.5,No,1.9
H11027,2025-04-06,7.6,3,19.9,No,2.7
H11027,2025-04-07,9.0,3,19.5,No,3.5
H11028,2025-04-01,15.7,4,18.4,Yes,7.8
H11028,2025-04-02,15.2,4,15.4,Yes,7.5
H11028,2025-04-03,15.1,4,17.9,Yes,6.7
H11028,2025-04-04,15.4,4,16.8,Yes,7.0
H11028,2025-04-05,13.5,4,15.9,Yes,5.6
H11028,2025-04-06,14.6,4,14.8,Yes,7.2
H11028,2025-04-07,15.8,4,14.1,Yes,7.1
H11029,2025-04-01,14.8,6,15.4,No,5.5
H11029,2025-04-02,16.9,6,18.4,No,6.1
H11029,2025-04-03,14.5,6,16.8,No,5.1
H11029,2025-04-04,14.0,6,15.8,No,5.4
H11029,2025-04-05,13.7,6,18.2,No,5.4
H11029,2025-04-06,15.3,6,15.1,No,5.5
H11029,2025-04-07,14.0,6,12.9,No,4.8
H11030,2025-04-01,3.8,1,18.2,No,1.4
H11030,2025-04-02,0.5,1,18.0,No,0.2
H11030,2025-04-03,2.9,1,18.1,No,1.0
H11030,2025-04-04,0.7,1,22.7,No,0.2
H11030,2025-04-05,3.9,1,16.5,No,1.5
H11030,2025-04-06,5.2,1,16.2,No,1.9
H11030,2025-04-07,3.8,1,18.6,No,1.2
H11031,2025-04-01,5.9,3,11.2,No,2.3
H11031,2025-04-02,8.8,3,16.6,No,2.7
H11031,2025-04-03,6.5,3,14.5,No,2.4
H11031,2025-04-04,6.8,3,16.9,No,2.2
H11031,2025-04-05,6.4,3,14.9,No,2.0
H11031,2025-04-06,4.6,3,16.4,No,1.5
H11031,2025-04-07,6.3,3,17.1,No,2.0
H11032,2025-04-01,13.8,5,18.9,No,5.0
H11032,2025-04-02,10.1,5,16.1,No,3.9
H11032,2025-04-03,11.8,5,12.0,No,4.4
H11032,2025-04-04,12.2,5,12.7,No,4.4
H11032,2025-04-05,11.2,5,15.8,No,4.1
H11032,2025-04-06,13.0,5,15.3,No,4.1
H11032,2025-04-07,13.0,5,17.8,No,4.4
H11033,2025-04-01,8.0,3,16.6,No,3.1
H11033,2025-04-02,6.3,3,20.1,No,2.2
H11033,2025-04-03,9.8,3,18.4,No,3.4
H11033,2025-04-04,7.3,3,24.1,No,2.4
H11033,2025-04-05,9.0,3,19.8,No,2.7
H11033,2025-04-06,8.5,3,16.7,No,2.7
H11033,2025-04-07,8.5,3,16.7,No,2.6
H11034,2025-04-01,14.8,5,15.2,No,5.7
H11034,2025-04-02,12.3,5,18.9,No,4.7
H11034,2025-04-03,10.7,5,21.0,No,4.3
H11034,2025-04-04,13.1,5,16.1,No,4.8
H11034,2025-04-05,14.6,5,20.9,No,4.8
H11034,2025-04-06,12.1,5,16.3,No,4.4
H11034,2025-04-07,12.1,5,14.5,No,4.0
H11035,2025-04-01,16.2,5,15.6,Yes,8.0
H11035,2025-04-02,19.3,5,15.4,Yes,9.6
H11035,2025-04-03,18.1,5,17.5,Yes,8.1
H11035,2025-04-04,16.7,5,20.5,Yes,7.4
H11035,2025-04-05,16.6,5,16.5,Yes,7.0
H11035,2025-04-06,17.0,5,19.6,Yes,7.8
H11035,2025-04-07,19.3,5,17.1,Yes,8.2
H11036,2025-04-01,18.6,6,14.8,Yes,8.8
H11036,2025-04-02,20.0,6,16.7,Yes,9.7
H11036,2025-04-03,20.0,6,18.5,Yes,8.8
H11036,2025-04-04,20.0,6,20.0,Yes,8.9
H11036,2025-04-05,20.0,6,17.9,Yes,8.3
H11036,2025-04-06,20.0,6,19.1,Yes,9.7
H11036,2025-04-07,20.0,6,17.5,Yes,8.9
H11037,2025-04-01,17.3,5,17.0,Yes,7.1
H11037,2025-04-02,17.6,5,16.9,Yes,7.8
H11037,2025-04-03,17.1,5,17.8,Yes,7.7
H11037,2025-04-04,17.3,5,15.8,Yes,7.4
H11037,2025-04-05,16.3,5,17.0,Yes,7.1
H11037,2025-04-06,19.8,5,13.9,Yes,8.3
H11037,2025-04-07,13.8,5,17.2,Yes,6.4
H11038,2025-04-01,7.0,2,15.0,Yes,3.1
H11038,2025-04-02,8.4,2,24.8,Yes,4.0
H11038,2025-04-03,5.9,2,20.3,Yes,2.5
H11038,2025-04-04,8.1,2,15.3,Yes,3.6
H11038,2025-04-05,5.8,2,14.3,Yes,2.9
H11038,2025-04-06,9.9,2,19.4,Yes,4.8
H11038,2025-04-07,10.6,2,20.1,Yes,4.5
H11039,2025-04-01,15.8,4,19.9,Yes,6.5
H11039,2025-04-02,17.4,4,12.4,Yes,8.1
H11039,2025-04-03,13.1,4,15.9,Yes,5.3
H11039,2025-04-04,15.3,4,14.0,Yes,7.1
H11039,2025-04-05,18.6,4,22.5,Yes,8.0
H11039,2025-04-06,15.0,4,18.5,Yes,7.0
H11039,2025-04-07,12.2,4,19.4,Yes,5.0
H11040,2025-04-01,6.9,3,16.3,No,2.3
H11040,2025-04-02,8.1,3,20.0,No,2.7
H11040,2025-04-03,7.5,3,18.5,No,2.3
H11040,2025-04-04,7.9,3,15.6,No,2.8
H11040,2025-04-05,7.3,3,18.3,No,2.5
H11040,2025-04-06,9.6,3,22.8,No,3.8
H11040,2025-04-07,10.4,3,20.2,No,3.2
H11041,2025-04-01,15.3,4,19.6,Yes,7.3
H11041,2025-04-02,13.9,4,17.1,Yes,6.5
H11041,2025-04-03,16.4,4,17.7,Yes,7.5
H11041,2025-04-04,13.0,4,18.3,Yes,5.3
H11041,2025-04-05,12.6,4,15.0,Yes,5.9
H11041,2025-04-06,15.4,4,18.9,Yes,6.6
H11041,2025-04-07,15.5,4,18.2,Yes,7.6
H11042,2025-04-01,4.5,1,18.1,No,1.8
H11042,2025-04-02,4.5,1,16.1,No,1.5
H11042,2025-04-03,0.5,1,19.2,No,0.2
H11042,2025-04-04,3.9,1,15.5,No,1.4
H11042,2025-04-05,2.0,1,18.8,No,0.8
H11042,2025-04-06,5.2,1,20.0,No,2.0
H11042,2025-04-07,3.8,1,15.0,No,1.2
H11043,2025-04-01,9.8,3,19.3,No,3.9
H11043,2025-04-02,11.0,3,18.7,No,3.8
H11043,2025-04-03,5.5,3,18.9,No,1.8
H11043,2025-04-04,6.8,3,17.8,No,2.2
H11043,2025-04-05,6.5,3,17.8,No,2.5
H11043,2025-04-06,10.8,3,14.8,No,4.1
H11043,2025-04-07,8.4,3,17.4,No,3.0
H11044,2025-04-01,11.2,4,16.3,Yes,5.2
H11044,2025-04-02,16.8,4,16.9,Yes,6.7
H11044,2025-04-03,17.2,4,20.9,Yes,7.9
H11044,2025-04-04,11.8,4,17.1,Yes,5.2
H11044,2025-04-05,17.4,4,19.9,Yes,7.7
H11044,2025-04-06,14.6,4,20.1,Yes,5.9
H11044,2025-04-07,15.8,4,17.3,Yes,7.4
H11045,2025-04-01,16.7,4,18.6,Yes,6.8
H11045,2025-04-02,14.2,4,15.0,Yes,6.4
H11045,2025-04-03,14.3,4,17.4,Yes,6.2
H11045,2025-04-04,15.4,4,18.2,Yes,7.1
H11045,2025-04-05,14.3,4,17.6,Yes,6.1
H11045,2025-04-06,16.4,4,17.7,Yes,6.6
H11045,2025-04-07,14.0,4,19.0,Yes,5.6
H11046,2025-04-01,14.9,6,17.4,No,4.9
H11046,2025-04-02,14.8,6,18.4,No,4.7
H11046,2025-04-03,18.1,6,16.6,No,5.9
H11046,2025-04-04,16.2,6,16.8,No,5.2
H11046,2025-04-05,13.1,6,19.8,No,5.0
H11046,2025-04-06,15.8,6,23.4,No,5.9
H11046,2025-04-07,13.1,6,18.8,No,4.7
H11047,2025-04-01,16.4,6,18.5,No,6.3
H11047,2025-04-02,14.8,6,20.6,No,4.9
H11047,2025-04-03,17.9,6,16.5,No,6.1
H11047,2025-04-04,14.8,6,15.2,No,4.9
H11047,2025-04-05,14.0,6,19.5,No,5.6
H11047,2025-04-06,13.5,6,23.5,No,4.1
H11047,2025-04-07,18.8,6,20.9,No,6.6
H11048,2025-04-01,4.4,1,16.1,No,1.7
H11048,2025-04-02,1.3,1,15.4,No,0.5
H11048,2025-04-03,3.3,1,15.0,No,1.3
H11048,2025-04-04,4.9,1,17.7,No,1.8
H11048,2025-04-05,3.4,1,18.5,No,1.1
H11048,2025-04-06,4.0,1,14.2,No,1.3
H11048,2025-04-07,6.0,1,16.0,No,2.1
H11049,2025-04-01,18.4,5,15.4,Yes,7.9
H11049,2025-04-02,17.5,5,16.5,Yes,8.7
H11049,2025-04-03,20.0,5,20.1,Yes,8.1
H11049,2025-04-04,19.5,5,15.8,Yes,9.4
H11049,2025-04-05,20.0,5,16.1,Yes,8.6
H11049,2025-04-06,17.0,5,19.0,Yes,7.0
H11049,2025-04-07,20.0,5,18.9,Yes,9.3
H11050,2025-04-01,5.8,3,18.2,No,1.9
H11050,2025-04-02,8.4,3,16.9,No,2.9
H11050,2025-04-03,6.1,3,11.0,No,1.8
H11050,2025-04-04,6.1,3,22.5,No,1.9
